DEADLINE,3/24 Afternoon,,,,
TITLE,Dining Guide Spring 2021,,,,
SHORT DESCRIPTION (<200 char),"This Dining Guide highlights the memories, stories, and connections we make with food. Our reviews emphasize the experience of dining out. We've profiled ...",,,,
PAGE IMAGE,https://snworksceo.imgix.net/dpn/79644a53-b06e-4385-a294-969556c6c677.sized-1000x1000.png,,,,
,,,,,
---FEATURE---,,,,,
,,,,,
Title:,Subhead:,Author:,Published Link:,Image Link:,
A “Second Home” in Danger of Collapse,Philadelphia’s Chinatown restaurants sit at the crux of anti–Asian sentiment and the COVID–19 recession—and pay a steep price. ,Amy Xiang,https://www.34st.com/article/2021/03/chinatown-anti-asian-racism-covid-19-philadelphia-food,https://snworksceo.imgix.net/dpn-34s/9ecd3104-543f-49b9-8bcb-367a5ba2c21c.sized-1000x1000.png,
,,,,,
---IG: @34STMAG---,,,,,
,,,,,
Link:,,,,,
https://www.instagram.com/p/CMur4Y1j0kQ/,,,,,
https://www.instagram.com/p/CMxIPd1jz7W/,,,,,
https://www.instagram.com/p/CMz3Y1PjUjw/,,,,,
,,,,,
---IN THE KITCHEN---,,,,,
,,,,,
Placement:,Title:,Subhead:,Author:,Published Link:,Image:
Top Left,Philadelphia Restaurateur Ellen Yin on Female Empowerment in the Food Industry,Restaurateur and Wharton alum (W'87) Ellen Yin shares how women–owned businesses are rewriting the narrative of the COVID–19 pandemic.  ,Aidah Qureshi,https://www.34st.com/article/2021/03/ellen-yin-philly-women-owned-business-restaurant-food-hospitality,in-the-kitchen-top-left.jpeg
Top Right,Grassroots Food Truck is Planting Seeds in the Philadelphia Community,Founders and chefs Troy Harris and Kareem Wallace provide more than just delicious food.,Arielle Stanger,https://www.34st.com/article/2021/03/grassroots-kosher-food-truck-dairy-vegetarian-penn-hillel-falk-dining-troy-harris-kareem-wallace-clark-park-community,in-the-kitchen-top-right.jpeg
Bottom Left,"Meet Middle Child, A Deli Where Justice is On the Menu",Middle Child owner Matt Cahn never set out to be an activist. Yet his sandwich shop is shaking up the food industry.,Beatrice Forman,https://www.34st.com/article/2021/03/mattcahn-middlechild-deli-philadelphia-blm-activism-antiracism-sandwiches,in-the-kitchen-bottom-left.jpeg
Bottom Right,"Crust Vegan Bakery: ""A Business Built on Beliefs""","This bakery was able to open a new storefront, keep paying its workers, and donate to local organizations during the pandemic. ",Emily White,https://www.34st.com/article/2021/03/crust-vegan-bakery-covid-19-pandemic-living-wage-new-storefront-social-justice,in-the-kitchen-bottom-right.jpeg